kulczynski,confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel
0.161832,0.311594,5,16,446,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Country(X2,X1,T2)",Residence
0.304507,0.518131,43,83,473,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",Residence
0.254993,0.502415,6,12,603,"Residence(X0,X1,T3)<-Residence(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",Residence
0.302043,0.540797,33,61,523,"Residence(X0,X3,T3)<-Educated_at(X0,X1,T0)&inv_Educated_at(X1,X2,T1)&Residence(X2,X3,T2)",Residence
0.786886,0.712651,620,870,720,"inv_Position_held(X0,X1,T1)<-inv_Position_held(X0,X1,T0)",inv_Position_held
0.334741,0.673077,2,3,720,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Significant_event(X1,X2,T1)&inv_Significant_event(X2,X1,T2)",inv_Position_held
0.272215,0.532819,8,15,720,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Employer(X2,X1,T2)",inv_Position_held
0.237548,0.361132,82,227,720,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X1,T2)",inv_Position_held
0.123195,0.235094,8,34,720,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&inv_Spouse(X1,X2,T1)&inv_Spouse(X2,X1,T2)",inv_Position_held
0.277955,0.538976,14,26,803,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Employer(X1,X2,T1)&inv_Employer(X2,X1,T2)",inv_Position_held
0.266733,0.325471,167,513,803,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Position_held(X1,X0,T1)&inv_Position_held(X0,X1,T2)",inv_Position_held
0.237141,0.467181,7,15,920,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Member_of(X2,X1,T2)",inv_Position_held
0.337947,0.345461,304,880,920,"inv_Position_held(X0,X2,T3)<-inv_Position_held(X0,X1,T0)&Position_held(X1,X0,T1)&inv_Position_held(X0,X2,T2)",inv_Position_held
0.216555,0.420561,13,31,947,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Spouse(X1,X2,T1)&Spouse(X2,X1,T2)",inv_Position_held
0.168256,0.335484,3,9,947,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Employer(X1,X2,T1)&inv_Member_of(X2,X1,T2)",inv_Position_held
0.177518,0.342149,12,35,984,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&inv_Spouse(X1,X2,T1)&Spouse(X2,X1,T2)",inv_Position_held
0.113243,0.221865,4,18,937,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Member_of_political_party(X1,X2,T1)&inv_Member_of_political_party(X2,X1,T2)",inv_Position_held
0.194909,0.382222,5,13,957,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Country_of_citizenship(X1,X2,T1)&inv_Country_of_citizenship(X2,X1,T2)",inv_Position_held
0.20133,0.384273,15,39,831,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Spouse(X1,X2,T1)&inv_Spouse(X2,X1,T2)",inv_Position_held
0.156625,0.304786,7,23,787,"inv_Position_held(X0,X1,T3)<-inv_Position_held(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Award_received(X2,X1,T2)",inv_Position_held
0.305625,0.169492,110,649,249,"inv_Award_received(X0,X1,T1)<-inv_Award_received(X0,X1,T0)",inv_Award_received
0.205533,0.202132,56,277,268,"inv_Award_received(X0,X2,T3)<-inv_Award_received(X0,X1,T0)&Award_received(X1,X0,T1)&inv_Award_received(X0,X2,T2)",inv_Award_received
0.087005,0.169082,2,12,276,"inv_Award_received(X0,X1,T3)<-inv_Award_received(X0,X1,T0)&Position_held(X1,X2,T1)&inv_Position_held(X2,X1,T2)",inv_Award_received
0.098291,0.170904,7,41,271,"inv_Award_received(X0,X1,T3)<-inv_Award_received(X0,X1,T0)&inv_Winner(X1,X2,T1)&inv_Award_received(X2,X1,T2)",inv_Award_received
0.161326,0.306667,4,13,267,"inv_Award_received(X0,X1,T3)<-inv_Award_received(X0,X1,T0)&Member_of(X1,X2,T1)&inv_Member_of(X2,X1,T2)",inv_Award_received
0.666773,0.795736,1344,1689,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity
0.251906,0.365348,346,947,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.282246,0.340012,561,1650,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.121978,0.209186,87,416,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-Contains_administrative_territorial_entity(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity
0.094955,0.188065,6,32,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.084023,0.110420,144,1304,2499,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.23859,0.463926,32,69,2387,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Country(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.215056,0.424561,14,33,2387,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.100206,0.197674,1,5,2387,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.300292,0.544599,134,246,2398,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Capital_of(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Capital_of(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.25283,0.492431,32,65,2398,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T1)<-inv_Capital_of(X0,X1,T0)",inv_Located_in_the_administrative_territorial_entity
0.198818,0.380926,40,105,2398,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.154679,0.306667,4,13,2398,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.125423,0.253623,2,8,2398,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.256047,0.488987,45,92,1959,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Capital_of(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&Twinned_administrative_body(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.198213,0.374677,42,112,1959,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.143374,0.289256,2,7,1959,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.106283,0.210366,4,19,1959,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.251169,0.502415,6,12,2575,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.178316,0.345954,27,78,2575,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.187021,0.334472,102,305,2575,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.071822,0.144628,2,14,2575,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Country(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.07162,0.140496,1,7,2575,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.217968,0.365964,187,511,2672,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.333953,0.673077,2,3,1636,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.168858,0.292449,74,253,1636,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.210761,0.389049,86,221,2655,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Capital_of(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.19326,0.382222,5,13,2615,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Capital_of(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.210073,0.358607,161,449,2615,"inv_Located_in_the_administrative_territorial_entity(X0,X3,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",inv_Located_in_the_administrative_territorial_entity
0.054491,0.104215,13,125,2615,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Country(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.225653,0.409824,100,244,2411,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.201249,0.401544,6,15,2411,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Capital_of(X1,X0,T1)&inv_Capital_of(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.313312,0.343761,682,1984,2411,"inv_Located_in_the_administrative_territorial_entity(X0,X3,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",inv_Located_in_the_administrative_territorial_entity
0.167087,0.336538,2,6,2411,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.149136,0.294719,10,34,2411,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.333731,0.673077,2,3,2552,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.221415,0.413153,76,184,2552,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-inv_Capital_of(X0,X1,T0)&Capital_of(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.203528,0.400257,18,45,2552,"inv_Located_in_the_administrative_territorial_entity(X0,X3,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",inv_Located_in_the_administrative_territorial_entity
0.286613,0.570248,4,7,2224,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.167565,0.333333,4,12,2224,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Capital_of(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.174072,0.336990,32,95,2833,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.16684,0.326923,1,3,2833,"inv_Located_in_the_administrative_territorial_entity(X0,X1,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Located_in_the_administrative_territorial_entity
0.157981,0.285308,87,305,2833,"inv_Located_in_the_administrative_territorial_entity(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&Contains_administrative_territorial_entity(X0,X2,T2)",inv_Located_in_the_administrative_territorial_entity
0.595904,0.791800,502,634,1255,"inv_Twinned_administrative_body(X0,X1,T1)<-inv_Twinned_administrative_body(X0,X1,T0)",inv_Twinned_administrative_body
0.285818,0.532410,49,92,1255,"inv_Twinned_administrative_body(X0,X2,T3)<-Capital_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.295348,0.502227,111,221,1255,"inv_Twinned_administrative_body(X0,X2,T3)<-Capital_of(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.248274,0.404893,115,284,1255,"inv_Twinned_administrative_body(X0,X2,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.219584,0.401781,47,117,1255,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body
0.194674,0.375151,18,48,1255,"inv_Twinned_administrative_body(X0,X2,T3)<-Country(X0,X1,T0)&inv_Country(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.187001,0.368902,7,19,1255,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body
0.293542,0.348042,300,862,1255,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body
0.168258,0.333333,4,12,1255,"inv_Twinned_administrative_body(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.175445,0.323594,34,105,1255,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Country(X1,X2,T1)&inv_Country(X2,X1,T2)",inv_Twinned_administrative_body
0.132147,0.256198,9,35,1255,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Country(X2,X1,T2)",inv_Twinned_administrative_body
0.304674,0.598456,9,15,960,"inv_Twinned_administrative_body(X0,X2,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.250705,0.422322,76,180,960,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body
0.237588,0.393860,78,198,960,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Twinned_administrative_body
0.198132,0.342095,52,152,960,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body
0.170726,0.287268,52,181,960,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.194344,0.379242,11,29,1173,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",inv_Twinned_administrative_body
0.16753,0.336538,2,6,1173,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.155549,0.306667,4,13,1173,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.103448,0.183125,28,153,1173,"inv_Twinned_administrative_body(X0,X3,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X3,T2)",inv_Twinned_administrative_body
0.254111,0.500000,11,22,1338,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Capital_of(X0,X1,T0)&Capital_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.232712,0.449173,22,49,1338,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body
0.219541,0.416399,30,72,1338,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body
0.199661,0.378717,28,74,1338,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Country(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body
0.20181,0.352142,69,196,1338,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Twinned_administrative_body
0.32503,0.492582,198,402,1257,"inv_Twinned_administrative_body(X0,X2,T3)<-inv_Residence(X0,X1,T0)&Residence(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.227129,0.393821,76,193,1257,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Twinned_administrative_body
0.125392,0.246377,1,4,1257,"inv_Twinned_administrative_body(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.223124,0.416787,50,120,1691,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Residence(X1,X2,T1)&Residence(X2,X1,T2)",inv_Twinned_administrative_body
0.286755,0.277242,501,1807,1691,"inv_Twinned_administrative_body(X0,X3,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X3,T2)",inv_Twinned_administrative_body
0.241567,0.434022,56,129,1142,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",inv_Twinned_administrative_body
0.359704,0.710744,5,7,972,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body
0.301549,0.604651,3,5,972,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Country(X2,X1,T2)",inv_Twinned_administrative_body
0.191418,0.368902,14,38,972,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body
0.073559,0.135811,11,81,972,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X1,T2)",inv_Twinned_administrative_body
0.225492,0.361336,129,357,1439,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Twinned_administrative_body(X1,X0,T1)&inv_Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body
0.12673,0.249275,5,20,1439,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X0,T1)&Twinned_administrative_body(X0,X1,T2)",inv_Twinned_administrative_body
0.253444,0.501449,10,20,1454,"inv_Twinned_administrative_body(X0,X2,T3)<-Country(X0,X1,T0)&inv_Capital_of(X1,X0,T1)&inv_Twinned_administrative_body(X0,X2,T2)",inv_Twinned_administrative_body
0.251035,0.500000,3,6,1454,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Heritage_designation(X1,X2,T1)&inv_Heritage_designation(X2,X1,T2)",inv_Twinned_administrative_body
0.220982,0.411255,44,107,1431,"inv_Twinned_administrative_body(X0,X1,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&Country(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Twinned_administrative_body
0.127104,0.250602,6,24,1431,"inv_Twinned_administrative_body(X0,X1,T3)<-Twinned_administrative_body(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",inv_Twinned_administrative_body
0.140793,0.226443,79,349,1431,"inv_Twinned_administrative_body(X0,X3,T3)<-inv_Twinned_administrative_body(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)&inv_Twinned_administrative_body(X2,X3,T2)",inv_Twinned_administrative_body
0.502681,0.784674,131,167,593,"inv_Employer(X0,X1,T1)<-inv_Employer(X0,X1,T0)",inv_Employer
0.2805,0.535124,15,28,593,"inv_Employer(X0,X1,T3)<-inv_Employer(X0,X1,T0)&Member_of(X1,X0,T1)&inv_Employer(X0,X1,T2)",inv_Employer
0.307908,0.507812,64,126,593,"inv_Employer(X0,X2,T3)<-inv_Educated_at(X0,X1,T0)&Educated_at(X1,X0,T1)&inv_Employer(X0,X2,T2)",inv_Employer
