confidence_score,rule_supp_count,body_supp_count,head_supp_count,rule,head_rel,example
0.813953,  31,  38,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Naintsch,Weiz_(District),T3)<-Located_in_the_administrative_territorial_entity(Naintsch,Weiz_(District),T0)&inv_Located_in_the_administrative_territorial_entity(Weiz_(District),Ungerdorf,T1)&inv_Contains_administrative_territorial_entity(Ungerdorf,Weiz_(District),T2)"
0.789205,1089,1380,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Trevenans,Territory_Of_Belfort,T3)<-inv_Contains_administrative_territorial_entity(Trevenans,Territory_Of_Belfort,T0)&Contains_administrative_territorial_entity(Territory_Of_Belfort,Chavannes-Les-Grands,T1)&inv_Contains_administrative_territorial_entity(Chavannes-Les-Grands,Territory_Of_Belfort,T2)"
0.777778,   3,   4,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Krakauhintermuehlen,Murau_District,T3)<-Located_in_the_administrative_territorial_entity(Krakauhintermuehlen,Murau_District,T0)&Contains_administrative_territorial_entity(Murau_District,Krakauhintermuehlen,T1)&Located_in_the_administrative_territorial_entity(Krakauhintermuehlen,Murau_District,T2)"
0.764706, 281, 367,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Llenguadoc-Rosselló,Iso_3166-1:Fr,T3)<-inv_Contains_administrative_territorial_entity(Llenguadoc-Rosselló,Iso_3166-1:Fr,T0)&inv_Country_of_citizenship(Iso_3166-1:Fr,Ch._Chaplin,T1)&Country_of_citizenship(Ch._Chaplin,Iso_3166-1:Fr,T2)"
0.763754, 104, 136,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Contains_administrative_territorial_entity(X0,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Hieflau,Leoben_District,T3)<-inv_Contains_administrative_territorial_entity(Hieflau,Leoben_District,T0)&inv_Located_in_the_administrative_territorial_entity(Leoben_District,Hieflau,T1)&inv_Contains_administrative_territorial_entity(Hieflau,Leoben_District,T2)"
0.744910, 274, 368,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&Contains_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Straß_In_Steiermark,Bezirk_Leibnitz,T3)<-inv_Contains_administrative_territorial_entity(Straß_In_Steiermark,Bezirk_Leibnitz,T0)&Contains_administrative_territorial_entity(Bezirk_Leibnitz,Kaindorf_An_Der_Sulm,T1)&Located_in_the_administrative_territorial_entity(Kaindorf_An_Der_Sulm,Bezirk_Leibnitz,T2)"
0.744000, 369, 496,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Tarare,Nouveau-Rhone,T3)<-inv_Contains_administrative_territorial_entity(Tarare,Nouveau-Rhone,T0)&inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Sainte-Foy-Lès-Lyon,T1)&Located_in_the_administrative_territorial_entity(Sainte-Foy-Lès-Lyon,Nouveau-Rhone,T2)"
0.733840,  85, 116,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-inv_Contains_administrative_territorial_entity(X0,X1,T0)&Instance_of(X1,X2,T1)&inv_Instance_of(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Free_City_Of_Bremen,History_Of_West_Germany,T3)<-inv_Contains_administrative_territorial_entity(Free_City_Of_Bremen,History_Of_West_Germany,T0)&Instance_of(History_Of_West_Germany,Sovergein_State,T1)&inv_Instance_of(Sovergein_State,History_Of_West_Germany,T2)"
0.346154,   8,  23,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Celle_Germany,Lueneburg_(Region),T3)<-Located_in_the_administrative_territorial_entity(Celle_Germany,Lueneburg_(Region),T0)&Located_in_the_administrative_territorial_entity(Lueneburg_(Region),Hanover_Province,T1)&inv_Located_in_the_administrative_territorial_entity(Hanover_Province,Lueneburg_(Region),T2)"
0.271186,   7,  26,6417,"inv_Contains_administrative_territorial_entity(X0,X2,T2)<-Contains_administrative_territorial_entity(X0,X1,T0)&Country(X1,X2,T1)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Lower_Saxony_Germany,History_Of_West_Germany,T2)<-Contains_administrative_territorial_entity(Lower_Saxony_Germany,Un/Locode:Degoe,T0)&Country(Un/Locode:Degoe,History_Of_West_Germany,T1)"
0.055556,   1,  16,6417,"inv_Contains_administrative_territorial_entity(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Ungerdorf,Weiz_(District),T3)<-Instance_of(Ungerdorf,Municipality_(Austria),T0)&inv_Instance_of(Municipality_(Austria),Ungerdorf,T1)&Located_in_the_administrative_territorial_entity(Ungerdorf,Weiz_(District),T2)"
0.048276,   3,  64,6417,"inv_Contains_administrative_territorial_entity(X0,X3,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X2,T1)&inv_Contains_administrative_territorial_entity(X2,X3,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Ehrenhausen,Bezirk_Leibnitz,T3)<-Instance_of(Ehrenhausen,Municipality_(Austria),T0)&inv_Instance_of(Municipality_(Austria),Wolfsberg_Im_Schwarzautal,T1)&inv_Contains_administrative_territorial_entity(Wolfsberg_Im_Schwarzautal,Bezirk_Leibnitz,T2)"
0.018247,  36,1981,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T1)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Oberrettenbach,Weiz_(District),T1)<-Located_in_the_administrative_territorial_entity(Oberrettenbach,Weiz_(District),T0)"
0.017878,  27,1504,6417,"inv_Contains_administrative_territorial_entity(X0,X1,T3)<-Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Contains_administrative_territorial_entity,"inv_Contains_administrative_territorial_entity(Sainte-Foy-Lès-Lyon,Nouveau-Rhone,T3)<-Located_in_the_administrative_territorial_entity(Sainte-Foy-Lès-Lyon,Nouveau-Rhone,T0)&inv_Located_in_the_administrative_territorial_entity(Nouveau-Rhone,Saint-Pierre-De-Chandieu,T1)&Located_in_the_administrative_territorial_entity(Saint-Pierre-De-Chandieu,Nouveau-Rhone,T2)"
0.921525,1268,1376,2679,"inv_Spouse(X0,X1,T1)<-inv_Spouse(X0,X1,T0)",inv_Spouse,"inv_Spouse(Jean-Louis_Trentignant,Stephane_Audran,T1)<-inv_Spouse(Jean-Louis_Trentignant,Stephane_Audran,T0)"
0.819672,  22,  27,2679,"inv_Spouse(X0,X2,T3)<-Significant_event(X0,X1,T0)&inv_Significant_event(X1,X0,T1)&Spouse(X0,X2,T2)",inv_Spouse,"inv_Spouse(Cristina_De_Kirchner,Nestor_Kirshner,T3)<-Significant_event(Cristina_De_Kirchner,History_Of_Marriage,T0)&inv_Significant_event(History_Of_Marriage,Cristina_De_Kirchner,T1)&Spouse(Cristina_De_Kirchner,Nestor_Kirshner,T2)"
0.699195, 995,1423,2679,"inv_Spouse(X0,X1,T1)<-Spouse(X0,X1,T0)",inv_Spouse,"inv_Spouse(Alison_Owen,Keith_Philip_George_Allen,T1)<-Spouse(Alison_Owen,Keith_Philip_George_Allen,T0)"
0.673934,1240,1840,2679,"inv_Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Gwyllyn_Samuel_Newton_Ford,Eleanor_Powell,T3)<-inv_Spouse(Gwyllyn_Samuel_Newton_Ford,Eleanor_Powell,T0)&Spouse(Eleanor_Powell,Gwyllyn_Samuel_Newton_Ford,T1)&inv_Spouse(Gwyllyn_Samuel_Newton_Ford,Eleanor_Powell,T2)"
0.654580, 923,1410,2679,"inv_Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Jack_Dromy,Harriet_Ruth_Harman_Qc_Mp,T3)<-inv_Spouse(Jack_Dromy,Harriet_Ruth_Harman_Qc_Mp,T0)&inv_Spouse(Harriet_Ruth_Harman_Qc_Mp,Jack_Dromy,T1)&Spouse(Jack_Dromy,Harriet_Ruth_Harman_Qc_Mp,T2)"
0.637686, 889,1394,2679,"inv_Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Naomi_Achs,Stephen_Gyllenhaal,T3)<-inv_Spouse(Naomi_Achs,Stephen_Gyllenhaal,T0)&inv_Spouse(Stephen_Gyllenhaal,Naomi_Achs,T1)&inv_Spouse(Naomi_Achs,Stephen_Gyllenhaal,T2)"
0.637363, 895,1404,2679,"inv_Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Karlheinz_Martin,Rose_Stradner,T3)<-Spouse(Karlheinz_Martin,Rose_Stradner,T0)&Spouse(Rose_Stradner,Karlheinz_Martin,T1)&inv_Spouse(Karlheinz_Martin,Rose_Stradner,T2)"
0.636879, 892,1401,2679,"inv_Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&inv_Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Alison_Owen,Keith_Philip_George_Allen,T3)<-Spouse(Alison_Owen,Keith_Philip_George_Allen,T0)&inv_Spouse(Keith_Philip_George_Allen,Alison_Owen,T1)&inv_Spouse(Alison_Owen,Keith_Philip_George_Allen,T2)"
0.634585, 872,1374,2679,"inv_Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Peter_Atkins,Susan_Adele_Greenfield_Baroness_Greenfield,T3)<-inv_Spouse(Peter_Atkins,Susan_Adele_Greenfield_Baroness_Greenfield,T0)&Spouse(Susan_Adele_Greenfield_Baroness_Greenfield,Peter_Atkins,T1)&Spouse(Peter_Atkins,Susan_Adele_Greenfield_Baroness_Greenfield,T2)"
0.628471, 868,1381,2679,"inv_Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Barbara_Eden/Comments,Ansara_Michael,T3)<-Spouse(Barbara_Eden/Comments,Ansara_Michael,T0)&Spouse(Ansara_Michael,Barbara_Eden/Comments,T1)&Spouse(Barbara_Eden/Comments,Ansara_Michael,T2)"
0.562500,   4,   7,2679,"inv_Spouse(X0,X2,T3)<-Award_received(X0,X1,T0)&inv_Nominated_for(X1,X0,T1)&inv_Spouse(X0,X2,T2)",inv_Spouse,"inv_Spouse(Mary_Steamvirgin,Malcolm_Mcdowel,T3)<-Award_received(Mary_Steamvirgin,National_Society_Of_Film_Critics_Award_For_Best_Supporting_Actress,T0)&inv_Nominated_for(National_Society_Of_Film_Critics_Award_For_Best_Supporting_Actress,Mary_Steamvirgin,T1)&inv_Spouse(Mary_Steamvirgin,Malcolm_Mcdowel,T2)"
0.482759,   6,  13,2679,"inv_Spouse(X0,X1,T3)<-inv_Spouse(X0,X1,T0)&Award_received(X1,X2,T1)&inv_Nominated_for(X2,X1,T2)",inv_Spouse,"inv_Spouse(Douglas_Hickox,Anne_Coates,T3)<-inv_Spouse(Douglas_Hickox,Anne_Coates,T0)&Award_received(Anne_Coates,Oscar_For_Editing,T1)&inv_Nominated_for(Oscar_For_Editing,Anne_Coates,T2)"
0.470727, 879,1867,2679,"inv_Spouse(X0,X1,T3)<-Spouse(X0,X1,T0)&inv_Spouse(X1,X0,T1)&Spouse(X0,X1,T2)",inv_Spouse,"inv_Spouse(Amancio_Ortega,Rosalía_Mera,T3)<-Spouse(Amancio_Ortega,Rosalía_Mera,T0)&inv_Spouse(Rosalía_Mera,Amancio_Ortega,T1)&Spouse(Amancio_Ortega,Rosalía_Mera,T2)"
0.937334,1714,1829,10787,"inv_Country(X0,X1,T1)<-inv_Country(X0,X1,T0)",inv_Country,"inv_Country(Dr_Germany,Greifswald_Germany,T1)<-inv_Country(Dr_Germany,Greifswald_Germany,T0)"
0.925926,  11,  12,10787,"inv_Country(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(History_Of_West_Germany,Landkreis_Friesland,T3)<-Contains_administrative_territorial_entity(History_Of_West_Germany,Lower_Saxony_Germany,T0)&Located_in_the_administrative_territorial_entity(Lower_Saxony_Germany,History_Of_West_Germany,T1)&inv_Country(History_Of_West_Germany,Landkreis_Friesland,T2)"
0.791583, 174, 220,10787,"inv_Country(X0,X2,T3)<-Contains_administrative_territorial_entity(X0,X1,T0)&inv_Contains_administrative_territorial_entity(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Iso_3166-1:Fr,Eurocorps,T3)<-Contains_administrative_territorial_entity(Iso_3166-1:Fr,Burgandy,T0)&inv_Contains_administrative_territorial_entity(Burgandy,Iso_3166-1:Fr,T1)&inv_Country(Iso_3166-1:Fr,Eurocorps,T2)"
0.787303, 749, 951,10787,"inv_Country(X0,X2,T3)<-inv_Country_of_citizenship(X0,X1,T0)&Country_of_citizenship(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Dr_Germany,Limbach-Oberfrohna,T3)<-inv_Country_of_citizenship(Dr_Germany,Heinz_Kessler,T0)&Country_of_citizenship(Heinz_Kessler,Dr_Germany,T1)&inv_Country(Dr_Germany,Limbach-Oberfrohna,T2)"
0.785714,  34,  43,10787,"inv_Country(X0,X2,T3)<-Member_of(X0,X1,T0)&inv_Member_of(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Belgie,Sncb_Class_12,T3)<-Member_of(Belgie,Coal_And_Steel_Union,T0)&inv_Member_of(Coal_And_Steel_Union,Belgie,T1)&inv_Country(Belgie,Sncb_Class_12,T2)"
0.777778,   6,   8,10787,"inv_Country(X0,X2,T3)<-inv_Country(X0,X1,T0)&Member_of(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Su_(Country),Torzhok,T3)<-inv_Country(Su_(Country),Rssr,T0)&Member_of(Rssr,Su_(Country),T1)&inv_Country(Su_(Country),Torzhok,T2)"
0.772727, 195, 252,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&Country(X1,X0,T1)&inv_Country(X0,X1,T2)",inv_Country,"inv_Country(Czech_Rep.,Duchcov,T3)<-inv_Country(Czech_Rep.,Duchcov,T0)&Country(Duchcov,Czech_Rep.,T1)&inv_Country(Czech_Rep.,Duchcov,T2)"
0.642857,   4,   6,10787,"inv_Country(X0,X2,T3)<-Instance_of(X0,X1,T0)&inv_Instance_of(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Royaume-Uni,Steventon_Hampshire,T3)<-Instance_of(Royaume-Uni,Permanent_Members_Of_The_Security_Council,T0)&inv_Instance_of(Permanent_Members_Of_The_Security_Council,Royaume-Uni,T1)&inv_Country(Royaume-Uni,Steventon_Hampshire,T2)"
0.619048,  40,  65,10787,"inv_Country(X0,X2,T3)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Su_(Country),Medvedevski_District,T3)<-inv_Country(Su_(Country),Rssr,T0)&Located_in_the_administrative_territorial_entity(Rssr,Su_(Country),T1)&inv_Country(Su_(Country),Medvedevski_District,T2)"
0.609756,  22,  36,10787,"inv_Country(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Оросын_Холбооны_Улс,Meshchovsk_Urban_Settlement,T3)<-inv_Located_in_the_administrative_territorial_entity(Оросын_Холбооны_Улс,Smolenskaya_Oblast'_Russia,T0)&Located_in_the_administrative_territorial_entity(Smolenskaya_Oblast'_Russia,Оросын_Холбооны_Улс,T1)&inv_Country(Оросын_Холбооны_Улс,Meshchovsk_Urban_Settlement,T2)"
0.500000,   4,   8,10787,"inv_Country(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Country(X1,X0,T1)&inv_Country(X0,X2,T2)",inv_Country,"inv_Country(Russia_(Empire),Tikhvinskoye_Urban_Settlement,T3)<-inv_Located_in_the_administrative_territorial_entity(Russia_(Empire),Nizhny_Novgorod_Governorate,T0)&Country(Nizhny_Novgorod_Governorate,Russia_(Empire),T1)&inv_Country(Russia_(Empire),Tikhvinskoye_Urban_Settlement,T2)"
0.387755,  25,  65,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Capital_of(X2,X1,T2)",inv_Country,"inv_Country(Su_(Country),Yaroslavl’,T3)<-inv_Country(Su_(Country),Yaroslavl’,T0)&Located_in_the_administrative_territorial_entity(Yaroslavl’,Âroslavskaâ_Oblast',T1)&inv_Capital_of(Âroslavskaâ_Oblast',Yaroslavl’,T2)"
0.309783,  25,  81,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&Head_of_government(X1,X2,T1)&inv_Head_of_government(X2,X1,T2)",inv_Country,"inv_Country(History_Of_West_Germany,Bavorsko,T3)<-inv_Country(History_Of_West_Germany,Bavorsko,T0)&Head_of_government(Bavorsko,Franz_Josef_Straub,T1)&inv_Head_of_government(Franz_Josef_Straub,Bavorsko,T2)"
0.288934,  62, 215,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Country,"inv_Country(Ucrania,History_Of_Kharkiv,T3)<-inv_Country(Ucrania,History_Of_Kharkiv,T0)&Located_in_the_administrative_territorial_entity(History_Of_Kharkiv,Kharkivs'Ka_Oblast',T1)&inv_Located_in_the_administrative_territorial_entity(Kharkivs'Ka_Oblast',History_Of_Kharkiv,T2)"
0.272727,   8,  29,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Country,"inv_Country(Su_(Country),Smolenskaya_Oblast'_Russia,T3)<-inv_Country(Su_(Country),Smolenskaya_Oblast'_Russia,T0)&inv_Located_in_the_administrative_territorial_entity(Smolenskaya_Oblast'_Russia,Velizhskoye_Urban_Settlement,T1)&Located_in_the_administrative_territorial_entity(Velizhskoye_Urban_Settlement,Smolenskaya_Oblast'_Russia,T2)"
0.197674,  15,  76,10787,"inv_Country(X0,X3,T3)<-inv_Country(X0,X1,T0)&Capital_of(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X3,T2)",inv_Country,"inv_Country(Su_(Country),City_Of_Sevastopol,T3)<-inv_Country(Su_(Country),Simferopol,T0)&Capital_of(Simferopol,Crimean_Oblast,T1)&inv_Located_in_the_administrative_territorial_entity(Crimean_Oblast,City_Of_Sevastopol,T2)"
0.101185,  98, 967,10787,"inv_Country(X0,X1,T1)<-inv_Capital_of(X0,X1,T0)",inv_Country,"inv_Country(Su_(Country),Moskva,T1)<-inv_Capital_of(Su_(Country),Moskva,T0)"
0.081395,   3,  38,10787,"inv_Country(X0,X1,T3)<-inv_Country(X0,X1,T0)&Country(X1,X2,T1)&inv_Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Country,"inv_Country(Kingdom_Of_England/Doc,United_Kingdom/London,T3)<-inv_Country(Kingdom_Of_England/Doc,United_Kingdom/London,T0)&Country(United_Kingdom/London,Kingdom_Of_The_West_Saxons,T1)&inv_Located_in_the_administrative_territorial_entity(Kingdom_Of_The_West_Saxons,United_Kingdom/London,T2)"
0.043948,  27, 612,10787,"inv_Country(X0,X2,T2)<-inv_Capital_of(X0,X1,T0)&inv_Twinned_administrative_body(X1,X2,T1)",inv_Country,"inv_Country(Russia_(Empire),Kiev/Kyiv,T2)<-inv_Capital_of(Russia_(Empire),Moskva,T0)&inv_Twinned_administrative_body(Moskva,Kiev/Kyiv,T1)"
0.030303,   1,  29,10787,"inv_Country(X0,X2,T2)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)",inv_Country,"inv_Country(Оросын_Холбооны_Улс,Vörkuta,T2)<-inv_Located_in_the_administrative_territorial_entity(Оросын_Холбооны_Улс,Komi_Republic,T0)&inv_Located_in_the_administrative_territorial_entity(Komi_Republic,Vörkuta,T1)"
0.005585,  11,1973,10787,"inv_Country(X0,X1,T1)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)",inv_Country,"inv_Country(Оросын_Холбооны_Улс,Smolenskaya_Oblast'_Russia,T1)<-inv_Located_in_the_administrative_territorial_entity(Оросын_Холбооны_Улс,Smolenskaya_Oblast'_Russia,T0)"
0.004144,   6,1489,10787,"inv_Country(X0,X2,T3)<-inv_Located_in_the_administrative_territorial_entity(X0,X1,T0)&Located_in_the_administrative_territorial_entity(X1,X0,T1)&inv_Located_in_the_administrative_territorial_entity(X0,X2,T2)",inv_Country,"inv_Country(Rssr,Belgorodskaya_Oblast'_Russia,T3)<-inv_Located_in_the_administrative_territorial_entity(Rssr,Astrakhansky,T0)&Located_in_the_administrative_territorial_entity(Astrakhansky,Rssr,T1)&inv_Located_in_the_administrative_territorial_entity(Rssr,Belgorodskaya_Oblast'_Russia,T2)"
1.000000,   9,   9,20988,"inv_Member_of(X0,X0,T3)<-inv_Member_of(X0,X0,T0)&inv_Member_of(X0,X0,T1)&inv_Member_of(X0,X0,T2)",inv_Member_of,"inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T3)<-inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T0)&inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T1)&inv_Member_of(Erich_Julius_Adolf_Bethe,Erich_Julius_Adolf_Bethe,T2)"
0.972710,1854,1906,20988,"inv_Member_of(X0,X1,T1)<-inv_Member_of(X0,X1,T0)",inv_Member_of,"inv_Member_of(Heidelberg_Academy_For_Sciences_And_Humanities,Butschli_O.,T1)<-inv_Member_of(Heidelberg_Academy_For_Sciences_And_Humanities,Butschli_O.,T0)"
0.813793,  52,  64,20988,"inv_Member_of(X0,X1,T3)<-inv_Member_of(X0,X1,T0)&Employer(X1,X2,T1)&inv_Employer(X2,X1,T2)",inv_Member_of,"inv_Member_of(The_National_Academy_Of_Sciences_(Nas),Robert_Marshall_Axelrod,T3)<-inv_Member_of(The_National_Academy_Of_Sciences_(Nas),Robert_Marshall_Axelrod,T0)&Employer(Robert_Marshall_Axelrod,Lsa_Student_Judiciary,T1)&inv_Employer(Lsa_Student_Judiciary,Robert_Marshall_Axelrod,T2)"
0.771756, 653, 846,20988,"inv_Member_of(X0,X2,T3)<-inv_Member_of(X0,X1,T0)&Member_of(X1,X0,T1)&inv_Member_of(X0,X2,T2)",inv_Member_of,"inv_Member_of(Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,Pakistani_Nation-State,T3)<-inv_Member_of(Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,Cingkappur_Kudiyaracu,T0)&Member_of(Cingkappur_Kudiyaracu,Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,T1)&inv_Member_of(Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,Pakistani_Nation-State,T2)"
0.755511, 166, 220,20988,"inv_Member_of(X0,X1,T3)<-inv_Member_of(X0,X1,T0)&inv_Country_of_citizenship(X1,X2,T1)&Country_of_citizenship(X2,X1,T2)",inv_Member_of,"inv_Member_of(Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,Iso_3166-1:Fr,T3)<-inv_Member_of(Banque_Internationale_Pour_La_Reconstruction_Et_Le_Développement,Iso_3166-1:Fr,T0)&inv_Country_of_citizenship(Iso_3166-1:Fr,Finkielkraut,T1)&Country_of_citizenship(Finkielkraut,Iso_3166-1:Fr,T2)"
0.748899,  75, 100,20988,"inv_Member_of(X0,X1,T3)<-inv_Member_of(X0,X1,T0)&inv_Located_in_the_administrative_territorial_entity(X1,X2,T1)&Located_in_the_administrative_territorial_entity(X2,X1,T2)",inv_Member_of,"inv_Member_of(International_Development_Association,Kyrgysztan,T3)<-inv_Member_of(International_Development_Association,Kyrgysztan,T0)&inv_Located_in_the_administrative_territorial_entity(Kyrgysztan,Talasskaja_Oblast',T1)&Located_in_the_administrative_territorial_entity(Talasskaja_Oblast',Kyrgysztan,T2)"
0.656535,  95, 145,20988,"inv_Member_of(X0,X1,T3)<-inv_Member_of(X0,X1,T0)&inv_Country(X1,X2,T1)&Country(X2,X1,T2)",inv_Member_of,"inv_Member_of(Esa_Projects,Royaume-Uni,T3)<-inv_Member_of(Esa_Projects,Royaume-Uni,T0)&inv_Country(Royaume-Uni,Chelsea_Middlesex,T1)&Country(Chelsea_Middlesex,Royaume-Uni,T2)"
